composite_ID,UID,TEST,TSVR_hours,log_TSVR,location,theta
A011_T1,A011,T1,1.0,0.6931471805599453,Destination,0.5820918
A011_T2,A011,T2,24.57,3.2414197893030954,Destination,0.20171207
A011_T3,A011,T3,72.55,4.297965447047447,Destination,-0.08963197
A011_T4,A011,T4,148.85,5.009634793762673,Destination,-0.9402442
A012_T1,A012,T1,1.0,0.6931471805599453,Destination,0.11614872
A012_T2,A012,T2,25.6,3.2809112157876537,Destination,-0.8692789
A012_T3,A012,T3,166.33,5.119967910506483,Destination,-0.61992574
A012_T4,A012,T4,166.87,5.123189870334323,Destination,-0.3019384
A013_T1,A013,T1,1.0,0.6931471805599453,Destination,-0.050787084
A013_T2,A013,T2,24.77,3.2492110246642736,Destination,-0.3442688
A013_T3,A013,T3,79.66,4.390242789445222,Destination,-0.10295295
A013_T4,A013,T4,147.13,4.998090266593961,Destination,-1.3484422
A014_T1,A014,T1,1.0,0.6931471805599453,Destination,0.284858
A014_T2,A014,T2,25.66,3.2831643147505627,Destination,-0.02648484
A014_T3,A014,T3,70.56,4.270536258640519,Destination,-0.5064211
A014_T4,A014,T4,148.87,5.009768251656904,Destination,-0.8566756
A015_T1,A015,T1,1.0,0.6931471805599453,Destination,0.5536311
A015_T2,A015,T2,23.69,3.206398303357088,Destination,0.047094353
A015_T3,A015,T3,70.59,4.270955399408094,Destination,-0.40970647
A015_T4,A015,T4,146.54,4.9940993254561565,Destination,-0.6451764
A016_T1,A016,T1,1.0,0.6931471805599453,Destination,-0.053390674
A016_T2,A016,T2,32.85,3.521938999358284,Destination,0.14018714
A016_T3,A016,T3,80.64,4.402319337941644,Destination,-0.67556345
A016_T4,A016,T4,150.8,5.02256386496153,Destination,-0.4178216
A017_T1,A017,T1,1.0,0.6931471805599453,Destination,0.50636506
A017_T2,A017,T2,20.61,3.0731561705187946,Destination,0.6012197
A017_T3,A017,T3,61.28,4.131640346965797,Destination,0.8671315
A017_T4,A017,T4,140.49,4.952229043207861,Destination,0.228042
A018_T1,A018,T1,1.0,0.6931471805599453,Destination,0.3249135
A018_T2,A018,T2,34.03,3.5562048372093953,Destination,-0.11045133
A018_T3,A018,T3,83.64,4.438406968109989,Destination,-0.8337312
A018_T4,A018,T4,150.87,5.023024891742178,Destination,-1.1547185
A019_T1,A019,T1,1.0,0.6931471805599453,Destination,-1.7082322
A019_T2,A019,T2,28.69,3.3908102887756684,Destination,-1.6998299
A019_T3,A019,T3,83.68,4.4388794462666645,Destination,-1.5546432
A019_T4,A019,T4,154.76,5.048316361063944,Destination,-1.6211447
A020_T1,A020,T1,1.0,0.6931471805599453,Destination,0.084936984
A020_T2,A020,T2,26.85,3.326832966373293,Destination,-0.38507468
A020_T3,A020,T3,78.25,4.37260741275739,Destination,-0.8200439
A020_T4,A020,T4,145.78,4.9889348671169165,Destination,-1.4524196
A021_T1,A021,T1,1.0,0.6931471805599453,Destination,-0.29108983
A021_T2,A021,T2,30.21,3.440738556282688,Destination,-0.21397233
A021_T3,A021,T3,74.19,4.320018243389936,Destination,-0.72609866
A021_T4,A021,T4,140.39,4.951522029603749,Destination,-0.52507687
A022_T1,A022,T1,1.0,0.6931471805599453,Destination,-0.9335841
A022_T2,A022,T2,24.15,3.224857896545748,Destination,-1.239637
A022_T3,A022,T3,74.46,4.323602714536165,Destination,-0.8647789
A022_T4,A022,T4,141.71,4.9608145991123,Destination,-1.5464507
A023_T1,A023,T1,1.0,0.6931471805599453,Destination,0.20654905
A023_T2,A023,T2,25.63,3.282038399825841,Destination,-0.33590782
A023_T3,A023,T3,72.2,4.293195420967266,Destination,-0.5276897
A023_T4,A023,T4,145.07,4.984085958862719,Destination,-0.09092378
A024_T1,A024,T1,1.0,0.6931471805599453,Destination,-0.490049
A024_T2,A024,T2,29.57,3.420019135902743,Destination,-0.613402
A024_T3,A024,T3,91.47,4.526884267589547,Destination,-0.31282544
A024_T4,A024,T4,145.65,4.9880487954234605,Destination,-0.15840495
A025_T1,A025,T1,1.0,0.6931471805599453,Destination,-0.07447063
A025_T2,A025,T2,23.33,3.1917101567954314,Destination,-0.09470015
A025_T3,A025,T3,72.94,4.303253953508486,Destination,-0.74952257
A025_T4,A025,T4,137.74,4.932601677957155,Destination,-1.3529526
A026_T1,A026,T1,1.0,0.6931471805599453,Destination,0.08161802
A026_T2,A026,T2,26.48,3.3134584673541485,Destination,0.023693688
A026_T3,A026,T3,75.46,4.336767728268267,Destination,-0.2586269
A026_T4,A026,T4,147.65,5.001594549444107,Destination,0.07215012
A027_T1,A027,T1,1.0,0.6931471805599453,Destination,0.20354348
A027_T2,A027,T2,28.26,3.3762213955919784,Destination,0.24188459
A027_T3,A027,T3,74.58,4.325191697921343,Destination,-0.9671205
A027_T4,A027,T4,145.92,4.989888220951467,Destination,-1.2659346
A028_T1,A028,T1,1.0,0.6931471805599453,Destination,0.4769665
A028_T2,A028,T2,22.82,3.170525563927154,Destination,0.1722151
A028_T3,A028,T3,72.26,4.294014757350668,Destination,-0.31882703
A028_T4,A028,T4,138.91,4.940999358745194,Destination,-0.9104983
A029_T1,A029,T1,1.0,0.6931471805599453,Destination,0.58631253
A029_T2,A029,T2,28.43,3.382014562245381,Destination,-0.057473175
A029_T3,A029,T3,93.26,4.546056921495585,Destination,-0.2605461
A029_T4,A029,T4,143.14,4.970785049496295,Destination,-0.15465695
A030_T1,A030,T1,1.0,0.6931471805599453,Destination,-0.780341
A030_T2,A030,T2,32.95,3.5248888540047054,Destination,-0.3914131
A030_T3,A030,T3,71.93,4.289500076996142,Destination,-0.36319333
A030_T4,A030,T4,150.46,5.020321563685677,Destination,-0.6311003
A031_T1,A031,T1,1.0,0.6931471805599453,Destination,0.8747201
A031_T2,A031,T2,32.41,3.508855256368665,Destination,0.28195387
A031_T3,A031,T3,71.56,4.2844138058068815,Destination,-0.69375503
A031_T4,A031,T4,143.85,4.975698724215359,Destination,-0.59017634
A032_T1,A032,T1,1.0,0.6931471805599453,Destination,0.09588946
A032_T2,A032,T2,57.18,4.063541653067055,Destination,-0.33580983
A032_T3,A032,T3,80.16,4.396422514957614,Destination,-0.16218269
A032_T4,A032,T4,144.51,4.980244812772187,Destination,0.07253409
A033_T1,A033,T1,1.0,0.6931471805599453,Destination,-0.24775255
A033_T2,A033,T2,29.16,3.4065165431397553,Destination,-0.5203942
A033_T3,A033,T3,72.6,4.298645025734831,Destination,0.00516624
A033_T4,A033,T4,168.33,5.131849473677249,Destination,-0.8157016
A034_T1,A034,T1,1.0,0.6931471805599453,Destination,0.45592862
A034_T2,A034,T2,26.08,3.298795448044074,Destination,0.5142764
A034_T3,A034,T3,74.28,4.3212144952771245,Destination,-0.14541733
A034_T4,A034,T4,145.38,4.986205980173081,Destination,-0.5549027
A035_T1,A035,T1,1.0,0.6931471805599453,Destination,-0.10640716
A035_T2,A035,T2,44.76,3.8234103470715426,Destination,-0.21338701
A035_T3,A035,T3,79.98,4.394202210604015,Destination,-0.4429525
A035_T4,A035,T4,152.47,5.033505108187003,Destination,-1.2231709
A036_T1,A036,T1,1.0,0.6931471805599453,Destination,-1.4248906
A036_T2,A036,T2,21.63,3.119276459645446,Destination,-1.6166325
A036_T3,A036,T3,71.47,4.28317268312119,Destination,-1.5186924
A036_T4,A036,T4,143.85,4.975698724215359,Destination,-1.4868759
A037_T1,A037,T1,1.0,0.6931471805599453,Destination,0.028820284
A037_T2,A037,T2,23.7,3.2068032436339315,Destination,-0.7307667
A037_T3,A037,T3,72.08,4.291554731509806,Destination,0.039971896
A037_T4,A037,T4,143.66,4.974386161421135,Destination,-1.0604337
A038_T1,A038,T1,1.0,0.6931471805599453,Destination,0.03535945
A038_T2,A038,T2,71.85,4.288402532641213,Destination,0.09267629
A038_T3,A038,T3,72.86,4.3021714094244174,Destination,0.19205713
A038_T4,A038,T4,152.89,5.0362380614757605,Destination,-0.28523612
A039_T1,A039,T1,1.0,0.6931471805599453,Destination,0.38967586
A039_T2,A039,T2,28.65,3.3894621254437345,Destination,0.80260557
A039_T3,A039,T3,98.84,4.603568904621118,Destination,0.2218445
A039_T4,A039,T4,246.24,5.510359524791073,Destination,0.04020334
A040_T1,A040,T1,1.0,0.6931471805599453,Destination,0.0019404963
A040_T2,A040,T2,26.26,3.3054204262683866,Destination,-0.18772006
A040_T3,A040,T3,71.28,4.280547465724028,Destination,-0.48499733
A040_T4,A040,T4,143.53,4.97348709846075,Destination,-0.6703814
A041_T1,A041,T1,1.0,0.6931471805599453,Destination,0.15652198
A041_T2,A041,T2,31.78,3.4898185733156835,Destination,-0.7230804
A041_T3,A041,T3,75.74,4.340423084818807,Destination,-0.0652492
A041_T4,A041,T4,141.84,4.961725122726247,Destination,-0.47451437
A042_T1,A042,T1,1.0,0.6931471805599453,Destination,-1.1043742
A042_T2,A042,T2,28.93,3.3988613218646075,Destination,-1.6247622
A042_T3,A042,T3,72.17,4.292785500895938,Destination,-1.5245684
A042_T4,A042,T4,146.02,4.9905686319459415,Destination,-0.28710085
A043_T1,A043,T1,1.0,0.6931471805599453,Destination,0.70260984
A043_T2,A043,T2,25.62,3.2816628129669656,Destination,0.67980015
A043_T3,A043,T3,64.94,4.188745237643585,Destination,0.41440833
A043_T4,A043,T4,149.33,5.012832877639743,Destination,0.2691201
A044_T1,A044,T1,1.0,0.6931471805599453,Destination,-1.2625083
A044_T2,A044,T2,47.66,3.8848573373553763,Destination,-0.9418907
A044_T3,A044,T3,91.63,4.5286130632659365,Destination,-1.6548837
A044_T4,A044,T4,155.27,5.0515852804252095,Destination,-1.4638461
A045_T1,A045,T1,1.0,0.6931471805599453,Destination,0.107430644
A045_T2,A045,T2,24.66,3.2449333591874905,Destination,-0.14785308
A045_T3,A045,T3,72.23,4.2936051730729785,Destination,0.015569456
A045_T4,A045,T4,151.52,5.027295734989363,Destination,-0.85659695
A046_T1,A046,T1,1.0,0.6931471805599453,Destination,-0.8858392
A046_T2,A046,T2,24.32,3.2315945972759756,Destination,-1.0892278
A046_T3,A046,T3,73.05,4.304740540713808,Destination,-1.7300338
A046_T4,A046,T4,147.94,5.003543540282499,Destination,-1.0145254
A047_T1,A047,T1,1.0,0.6931471805599453,Destination,-0.9911052
A047_T2,A047,T2,23.46,3.1970391302590264,Destination,-0.91325116
A047_T3,A047,T3,76.85,4.354783898280007,Destination,-1.3284942
A047_T4,A047,T4,144.22,4.978249833952101,Destination,-1.5817481
A048_T1,A048,T1,1.0,0.6931471805599453,Destination,-0.04382407
A048_T2,A048,T2,23.91,3.215269329274089,Destination,-0.3519171
A048_T3,A048,T3,81.15,4.408546844483277,Destination,0.005485378
A048_T4,A048,T4,146.3,4.9924713234685845,Destination,-0.07758277
A049_T1,A049,T1,1.0,0.6931471805599453,Destination,0.19780612
A049_T2,A049,T2,27.12,3.336481066942464,Destination,-0.8922324
A049_T3,A049,T3,111.38,4.721885985684052,Destination,-0.18853784
A049_T4,A049,T4,168.86,5.134974568351863,Destination,-0.34735084
A050_T1,A050,T1,1.0,0.6931471805599453,Destination,-0.108382456
A050_T2,A050,T2,24.73,3.2476576262936527,Destination,-0.07980966
A050_T3,A050,T3,93.39,4.547435135336853,Destination,-0.90844625
A050_T4,A050,T4,148.69,5.008566488927144,Destination,-1.2433821
A051_T1,A051,T1,1.0,0.6931471805599453,Destination,0.47366124
A051_T2,A051,T2,17.16,2.8992213731731473,Destination,0.22646618
A051_T3,A051,T3,65.63,4.199154926574446,Destination,-0.20670265
A051_T4,A051,T4,146.99,4.997144703913756,Destination,-0.3287778
A052_T1,A052,T1,1.0,0.6931471805599453,Destination,-0.6850114
A052_T2,A052,T2,31.76,3.4892082589848687,Destination,-0.23417139
A052_T3,A052,T3,80.98,4.406475315076191,Destination,-0.9427875
A052_T4,A052,T4,153.27,5.038704314023848,Destination,0.034749992
A053_T1,A053,T1,1.0,0.6931471805599453,Destination,-0.4502908
A053_T2,A053,T2,32.71,3.5177945292459696,Destination,-1.6746286
A053_T3,A053,T3,78.28,4.372985890021733,Destination,-2.037302
A053_T4,A053,T4,148.9,5.009968405108552,Destination,-1.89259
A054_T1,A054,T1,1.0,0.6931471805599453,Destination,0.4693622
A054_T2,A054,T2,16.9,2.884800712846709,Destination,-0.2542895
A054_T3,A054,T3,72.83,4.3017651530710745,Destination,-0.4796437
A054_T4,A054,T4,136.83,4.926021041706347,Destination,-0.043233745
A055_T1,A055,T1,1.0,0.6931471805599453,Destination,-0.03458076
A055_T2,A055,T2,23.24,3.1880041612011136,Destination,-1.02525
A055_T3,A055,T3,74.48,4.32386772050035,Destination,-1.4525794
A055_T4,A055,T4,149.21,5.012034315009963,Destination,-1.5069975
A056_T1,A056,T1,1.0,0.6931471805599453,Destination,-0.31293535
A056_T2,A056,T2,33.61,3.544142657647253,Destination,-1.1222712
A056_T3,A056,T3,71.46,4.283034685466931,Destination,-0.6666082
A056_T4,A056,T4,147.84,5.002871903478422,Destination,-1.5222534
A057_T1,A057,T1,1.0,0.6931471805599453,Destination,-0.6698607
A057_T2,A057,T2,24.78,3.2495989975110415,Destination,-0.3021773
A057_T3,A057,T3,73.83,4.315218874092267,Destination,-1.046279
A057_T4,A057,T4,145.06,4.984017496191964,Destination,-1.5262234
A058_T1,A058,T1,1.0,0.6931471805599453,Destination,-0.093785755
A058_T2,A058,T2,22.96,3.1763857732472487,Destination,-0.109634034
A058_T3,A058,T3,66.28,4.208863015664693,Destination,-0.027735107
A058_T4,A058,T4,143.48,4.973141089668675,Destination,-0.9226202
A059_T1,A059,T1,1.0,0.6931471805599453,Destination,-0.74984205
A059_T2,A059,T2,30.4,3.4468078929142076,Destination,-0.80831677
A059_T3,A059,T3,79.78,4.391729410135267,Destination,-0.5651938
A059_T4,A059,T4,151.93,5.029980300360032,Destination,-0.47267723
A060_T1,A060,T1,1.0,0.6931471805599453,Destination,-0.07753169
A060_T2,A060,T2,24.87,3.2530839961979376,Destination,-0.06836402
A060_T3,A060,T3,94.68,4.561009290202322,Destination,0.2595057
A060_T4,A060,T4,143.91,4.976112860057833,Destination,0.48543715
A061_T1,A061,T1,1.0,0.6931471805599453,Destination,0.92875934
A061_T2,A061,T2,35.16,3.5879535355239756,Destination,0.80587673
A061_T3,A061,T3,82.55,4.425445255041403,Destination,0.39314365
A061_T4,A061,T4,146.56,4.994234872728475,Destination,0.46075106
A062_T1,A062,T1,1.0,0.6931471805599453,Destination,-0.0907191
A062_T2,A062,T2,44.69,3.8218794555751803,Destination,-0.20216143
A062_T3,A062,T3,92.72,4.540311613639595,Destination,-0.89908874
A062_T4,A062,T4,149.18,5.011834574671738,Destination,-1.335995
A063_T1,A063,T1,1.0,0.6931471805599453,Destination,-1.1453488
A063_T2,A063,T2,21.98,3.1346242724206097,Destination,-1.3659563
A063_T3,A063,T3,69.99,4.262539022051294,Destination,-1.5536242
A063_T4,A063,T4,141.09,4.956460659649984,Destination,-1.687606
A064_T1,A064,T1,1.0,0.6931471805599453,Destination,0.13230014
A064_T2,A064,T2,37.65,3.654546775033431,Destination,-0.27324927
A064_T3,A064,T3,82.99,4.430697744137536,Destination,-0.83695614
A064_T4,A064,T4,156.21,5.057582491203423,Destination,0.1552983
A065_T1,A065,T1,1.0,0.6931471805599453,Destination,-0.12966514
A065_T2,A065,T2,32.31,3.5058576522055884,Destination,-1.5419153
A065_T3,A065,T3,106.41,4.676653287609955,Destination,-1.5336815
A065_T4,A065,T4,187.43,5.238726585134399,Destination,-1.5619777
A066_T1,A066,T1,1.0,0.6931471805599453,Destination,-0.95108926
A066_T2,A066,T2,23.35,3.192531849528599,Destination,-0.40383792
A066_T3,A066,T3,73.79,4.314684186203576,Destination,-1.0677891
A066_T4,A066,T4,164.93,5.111566012674697,Destination,-1.321545
A067_T1,A067,T1,1.0,0.6931471805599453,Destination,-0.78326046
A067_T2,A067,T2,29.91,3.431079756144025,Destination,-1.6094011
A067_T3,A067,T3,73.19,4.306629370201435,Destination,-1.5481073
A067_T4,A067,T4,144.19,4.978043229495596,Destination,-0.91407484
A068_T1,A068,T1,1.0,0.6931471805599453,Destination,0.65786695
A068_T2,A068,T2,30.49,3.4496700351129332,Destination,0.36208034
A068_T3,A068,T3,82.98,4.430578675256047,Destination,-0.43609893
A068_T4,A068,T4,155.59,5.053630924557352,Destination,-0.44159007
A069_T1,A069,T1,1.0,0.6931471805599453,Destination,-0.55585605
A069_T2,A069,T2,24.96,3.2565568918358894,Destination,-1.5368589
A069_T3,A069,T3,79.75,4.391357962102766,Destination,-1.5020038
A069_T4,A069,T4,140.22,4.950318958088201,Destination,-1.389695
A070_T1,A070,T1,1.0,0.6931471805599453,Destination,-0.12926179
A070_T2,A070,T2,24.25,3.228826155721369,Destination,-0.13407838
A070_T3,A070,T3,81.92,4.417876287567579,Destination,-1.0468057
A070_T4,A070,T4,149.2,5.011967739330034,Destination,-1.5684022
A071_T1,A071,T1,1.0,0.6931471805599453,Destination,0.054713376
A071_T2,A071,T2,30.92,3.463232772581608,Destination,-0.8447603
A071_T3,A071,T3,79.96,4.3939552055391555,Destination,-1.0355132
A071_T4,A071,T4,153.27,5.038704314023848,Destination,-0.8932065
A072_T1,A072,T1,1.0,0.6931471805599453,Destination,0.39353013
A072_T2,A072,T2,33.76,3.548467300397191,Destination,0.3008167
A072_T3,A072,T3,83.54,4.437224795138644,Destination,-0.101512246
A072_T4,A072,T4,154.89,5.04915063032459,Destination,-0.018325202
A073_T1,A073,T1,1.0,0.6931471805599453,Destination,-0.6538286
A073_T2,A073,T2,66.66,4.214495163352562,Destination,-0.9625182
A073_T3,A073,T3,66.9,4.21803603456465,Destination,-0.93056107
A073_T4,A073,T4,140.12,4.949610592258481,Destination,-1.0389396
A074_T1,A074,T1,1.0,0.6931471805599453,Destination,-0.18035519
A074_T2,A074,T2,29.33,3.41213732170049,Destination,0.15289661
A074_T3,A074,T3,73.02,4.30433532695801,Destination,-0.061039798
A074_T4,A074,T4,147.21,4.998630186968824,Destination,-0.15603536
A075_T1,A075,T1,1.0,0.6931471805599453,Destination,-0.57182944
A075_T2,A075,T2,28.68,3.39047341829918,Destination,-0.30554652
A075_T3,A075,T3,71.37,4.281791848878036,Destination,-1.3515688
A075_T4,A075,T4,244.53,5.5034191393614815,Destination,-0.6846801
A076_T1,A076,T1,1.0,0.6931471805599453,Destination,-0.7070801
A076_T2,A076,T2,27.3,3.342861804649192,Destination,-1.6155242
A076_T3,A076,T3,74.88,4.3291531450668135,Destination,-1.2425772
A076_T4,A076,T4,149.28,5.0125002207057685,Destination,-1.4294585
A077_T1,A077,T1,1.0,0.6931471805599453,Destination,-0.17447257
A077_T2,A077,T2,53.88,4.00514898341763,Destination,-0.8597841
A077_T3,A077,T3,78.36,4.373994462976618,Destination,-0.35669112
A077_T4,A077,T4,149.75,5.015622835607295,Destination,-0.24809766
A078_T1,A078,T1,1.0,0.6931471805599453,Destination,-1.068305
A078_T2,A078,T2,26.17,3.3021134234382563,Destination,-1.0563185
A078_T3,A078,T3,72.3,4.294560608892605,Destination,-1.1757432
A078_T4,A078,T4,140.08,4.949327105367852,Destination,-1.4174169
A079_T1,A079,T1,1.0,0.6931471805599453,Destination,0.1498003
A079_T2,A079,T2,26.11,3.299902663510574,Destination,-0.6707224
A079_T3,A079,T3,74.0,4.31748811353631,Destination,-0.43815857
A079_T4,A079,T4,194.42,5.275151088516197,Destination,-0.60441935
A080_T1,A080,T1,1.0,0.6931471805599453,Destination,0.16752625
A080_T2,A080,T2,29.03,3.402196881995239,Destination,0.18738705
A080_T3,A080,T3,72.87,4.302306791540646,Destination,-0.34106952
A080_T4,A080,T4,145.77,4.988866735623107,Destination,-0.5923623
A081_T1,A081,T1,1.0,0.6931471805599453,Destination,0.2984473
A081_T2,A081,T2,31.39,3.477849733183238,Destination,-0.52936184
A081_T3,A081,T3,80.13,4.396052806406973,Destination,-0.46458697
A081_T4,A081,T4,154.53,5.046838639056468,Destination,-0.86279833
A082_T1,A082,T1,1.0,0.6931471805599453,Destination,-0.43024468
A082_T2,A082,T2,27.97,3.366260811781259,Destination,-0.49606806
A082_T3,A082,T3,75.71,4.3400320779712045,Destination,-0.8901417
A082_T4,A082,T4,170.25,5.143124477142335,Destination,-1.1045943
A083_T1,A083,T1,1.0,0.6931471805599453,Destination,0.47181237
A083_T2,A083,T2,25.15,3.263849190510932,Destination,-0.74519026
A083_T3,A083,T3,74.3,4.321480134805848,Destination,-0.7083179
A083_T4,A083,T4,144.91,4.982989993275931,Destination,0.012737401
A084_T1,A084,T1,1.0,0.6931471805599453,Destination,-1.3033124
A084_T2,A084,T2,27.25,3.34109345759245,Destination,-1.4172285
A084_T3,A084,T3,91.97,4.532276860467767,Destination,-1.0280648
A084_T4,A084,T4,162.51,5.096874150546495,Destination,-1.2650133
A085_T1,A085,T1,1.0,0.6931471805599453,Destination,0.47878015
A085_T2,A085,T2,24.51,3.23907053215372,Destination,0.3064638
A085_T3,A085,T3,71.4,4.282206299391671,Destination,0.0715741
A085_T4,A085,T4,170.65,5.145457519903701,Destination,-0.8205845
A086_T1,A086,T1,1.0,0.6931471805599453,Destination,0.22379875
A086_T2,A086,T2,23.47,3.19744787745458,Destination,-0.079005115
A086_T3,A086,T3,145.29,4.985590952989995,Destination,-0.58177567
A086_T4,A086,T4,169.55,5.139028508864655,Destination,-1.0517981
A087_T1,A087,T1,1.0,0.6931471805599453,Destination,0.5291444
A087_T2,A087,T2,31.07,3.4679210137050633,Destination,0.38094336
A087_T3,A087,T3,72.8,4.301358731606427,Destination,-0.103241794
A087_T4,A087,T4,144.2,4.978112102390695,Destination,-0.39149654
A088_T1,A088,T1,1.0,0.6931471805599453,Destination,0.3560192
A088_T2,A088,T2,24.25,3.228826155721369,Destination,0.27706409
A088_T3,A088,T3,74.91,4.3295484280286765,Destination,-0.28160274
A088_T4,A088,T4,149.93,5.016816153171337,Destination,0.4318676
A089_T1,A089,T1,1.0,0.6931471805599453,Destination,0.19657242
A089_T2,A089,T2,32.14,3.500741011998417,Destination,-0.19414687
A089_T3,A089,T3,79.34,4.386267628931136,Destination,-0.7148968
A089_T4,A089,T4,146.96,4.996941966964253,Destination,-0.2248025
A090_T1,A090,T1,1.0,0.6931471805599453,Destination,-1.6779197
A090_T2,A090,T2,23.54,3.2003044392827653,Destination,-1.2846583
A090_T3,A090,T3,95.42,4.568713648977476,Destination,-1.6414834
A090_T4,A090,T4,144.07,4.977216384550811,Destination,-1.7933134
A091_T1,A091,T1,1.0,0.6931471805599453,Destination,-0.058466665
A091_T2,A091,T2,22.2,3.1441522786722644,Destination,-0.27879846
A091_T3,A091,T3,73.64,4.312676556539088,Destination,-1.2304739
A091_T4,A091,T4,142.61,4.9671012920725275,Destination,0.024066277
A092_T1,A092,T1,1.0,0.6931471805599453,Destination,-0.014764063
A092_T2,A092,T2,22.83,3.170945291110651,Destination,-0.7557341
A092_T3,A092,T3,71.31,4.28096243218686,Destination,-0.26899004
A092_T4,A092,T4,146.16,4.991520430236574,Destination,-1.3647457
A093_T1,A093,T1,1.0,0.6931471805599453,Destination,0.29553103
A093_T2,A093,T2,22.09,3.139399623366404,Destination,-1.211867
A093_T3,A093,T3,70.22,4.265773677849632,Destination,-1.6578104
A093_T4,A093,T4,140.95,4.95547488291898,Destination,-1.7849536
A094_T1,A094,T1,1.0,0.6931471805599453,Destination,-1.2510717
A094_T2,A094,T2,22.98,3.177220149599368,Destination,-1.1742227
A094_T3,A094,T3,76.21,4.3465289823207245,Destination,-1.5641828
A094_T4,A094,T4,149.99,5.017213609456379,Destination,-1.1065723
A095_T1,A095,T1,1.0,0.6931471805599453,Destination,0.2294867
A095_T2,A095,T2,29.71,3.424588334452731,Destination,-1.0466974
A095_T3,A095,T3,78.76,4.379022125653583,Destination,-0.75168335
A095_T4,A095,T4,148.79,5.009234313180627,Destination,-1.1310589
A096_T1,A096,T1,1.0,0.6931471805599453,Destination,0.22043192
A096_T2,A096,T2,24.49,3.238286218388024,Destination,-0.29889137
A096_T3,A096,T3,71.19,4.279301532151069,Destination,-0.29939425
A096_T4,A096,T4,143.66,4.974386161421135,Destination,-0.45191222
A097_T1,A097,T1,1.0,0.6931471805599453,Destination,-1.1117997
A097_T2,A097,T2,24.37,3.2335673736111907,Destination,-1.75146
A097_T3,A097,T3,70.83,4.27430221608671,Destination,-1.6033994
A097_T4,A097,T4,144.85,4.98257869631373,Destination,-1.4632665
A098_T1,A098,T1,1.0,0.6931471805599453,Destination,-0.38894045
A098_T2,A098,T2,25.77,3.2872818575322613,Destination,-0.7021278
A098_T3,A098,T3,78.84,4.380024632003209,Destination,-0.1247822
A098_T4,A098,T4,146.29,4.992403432501452,Destination,-0.53740335
A099_T1,A099,T1,1.0,0.6931471805599453,Destination,0.40282655
A099_T2,A099,T2,28.75,3.392829131991639,Destination,0.0788101
A099_T3,A099,T3,78.57,4.3766371373894435,Destination,-0.43006015
A099_T4,A099,T4,143.51,4.973348709310239,Destination,0.80170184
A100_T1,A100,T1,1.0,0.6931471805599453,Destination,-0.58934057
A100_T2,A100,T2,31.14,3.4701013603093664,Destination,-0.59428596
A100_T3,A100,T3,75.34,4.3351970473170836,Destination,-1.1754352
A100_T4,A100,T4,146.8,4.995860008514102,Destination,-1.3743583
A101_T1,A101,T1,1.0,0.6931471805599453,Destination,-0.7256049
A101_T2,A101,T2,29.12,3.405189402931693,Destination,-0.9041368
A101_T3,A101,T3,75.21,4.333492687678026,Destination,-1.5923685
A101_T4,A101,T4,150.22,5.018735730130124,Destination,-1.676416
A102_T1,A102,T1,1.0,0.6931471805599453,Destination,-0.37550962
A102_T2,A102,T2,29.13,3.40552135314221,Destination,-0.21016592
A102_T3,A102,T3,75.27,4.3342796761761475,Destination,-0.4991781
A102_T4,A102,T4,150.41,5.019991389020281,Destination,-0.42684937
A103_T1,A103,T1,1.0,0.6931471805599453,Destination,-1.4538294
A103_T2,A103,T2,27.26,3.3414473772563813,Destination,-1.350898
A103_T3,A103,T3,80.24,4.397407736712184,Destination,-1.4905565
A103_T4,A103,T4,149.72,5.015423810828053,Destination,-1.4300045
A104_T1,A104,T1,1.0,0.6931471805599453,Destination,0.24507946
A104_T2,A104,T2,22.6,3.1612467120315646,Destination,0.028411277
A104_T3,A104,T3,72.62,4.298916727950875,Destination,0.13863671
A104_T4,A104,T4,145.78,4.9889348671169165,Destination,-1.284099
A105_T1,A105,T1,1.0,0.6931471805599453,Destination,0.5449039
A105_T2,A105,T2,22.77,3.1684242813721024,Destination,0.18196529
A105_T3,A105,T3,69.46,4.255045172913092,Destination,-0.31218833
A105_T4,A105,T4,146.2,4.991792206294776,Destination,-0.22133994
A106_T1,A106,T1,1.0,0.6931471805599453,Destination,0.3040899
A106_T2,A106,T2,22.64,3.1629401925378975,Destination,-0.6731347
A106_T3,A106,T3,66.08,4.205885936955008,Destination,-0.20144719
A106_T4,A106,T4,147.13,4.998090266593961,Destination,0.08071876
A107_T1,A107,T1,1.0,0.6931471805599453,Destination,-1.5541539
A107_T2,A107,T2,26.22,3.30395199722332,Destination,-2.0352635
A107_T3,A107,T3,71.45,4.282896668766692,Destination,-1.4178009
A107_T4,A107,T4,145.95,4.990092392864926,Destination,-1.5716547
A108_T1,A108,T1,1.0,0.6931471805599453,Destination,-0.34627223
A108_T2,A108,T2,27.61,3.3537563070620187,Destination,-1.000741
A108_T3,A108,T3,68.96,4.247923650150401,Destination,-0.7485418
A108_T4,A108,T4,152.12,5.031221927704644,Destination,-0.9805145
A109_T1,A109,T1,1.0,0.6931471805599453,Destination,-1.2468426
A109_T2,A109,T2,24.65,3.2445435716167785,Destination,-1.7238507
A109_T3,A109,T3,71.17,4.279024447084182,Destination,-1.0366689
A109_T4,A109,T4,149.87,5.016418538851983,Destination,-1.4776334
